Area,mnemonic,Gross Disposable Household Income (GDHI),Balance of primary income,Primary resources,Operating surplus,Mixed income,Compensation of employees,Property income received,Primary uses,Property income paid,Balance of secondary income,Secondary resources,Imputed social contributions/Social benefits received other than social transfers in kind,Other current transfers received,Secondary uses,Current taxes on income and wealth,Social contributions/Social benefits paid,Other current transfers paid
country:United Kingdom,K02000001,19694,22792,23144,2603,2101,15096,3344,352,352,-3098,5530,5118,412,8628,3457,4553,619
country:Great Britain,K03000001,19802,22952,23310,2626,2109,15205,3369,358,358,-3151,5537,5128,409,8687,3500,4573,615
country:England,E92000001,20179,23526,23894,2721,2217,15480,3477,368,368,-3347,5499,5095,405,8846,3627,4608,610
country:Wales,W92000004,16018,16949,17208,1807,1344,11650,2407,260,260,-930,5983,5508,475,6914,2223,4005,686
country:Scotland,S92000003,18110,20531,20838,2128,1444,14442,2823,306,306,-2421,5659,5252,407,8081,2925,4534,622
country:Northern Ireland,N92000002,16012,17300,17464,1817,1825,11341,2481,164,164,-1288,5316,4773,543,6603,2002,3861,740
country:England and Wales,K04000001,19958,23176,23538,2672,2170,15276,3420,363,363,-3218,5525,5117,409,8743,3553,4576,614
itl121:North East (England),TLC,15933,17026,17265,1678,1182,12104,2301,239,239,-1092,5891,5439,452,6983,2308,4012,663
itl121:North West (England),TLD,17164,18938,19251,2046,1456,13045,2705,313,313,-1774,5633,5251,382,7407,2619,4200,588
itl121:Yorkshire and The Humber,TLE,16517,18173,18471,1815,1493,12493,2669,298,298,-1656,5494,5088,406,7151,2446,4093,612
itl121:East Midlands (England),TLF,17187,19349,19661,1882,1544,13432,2803,312,312,-2162,5465,5032,433,7627,2763,4223,641
itl121:West Midlands (England),TLG,16912,18793,19099,1919,1510,12943,2727,306,306,-1882,5431,5023,407,7312,2619,4083,610
itl121:East,TLH,20595,24239,24648,2739,2234,16080,3595,409,409,-3644,5586,5145,441,9230,3869,4715,646
itl121:London,TLI,27572,35302,35777,4380,4253,21914,5229,474,474,-7731,4583,4254,329,12313,6113,5672,528
itl121:South East (England),TLJ,22750,27101,27528,3487,2411,17597,4033,427,427,-4351,5837,5425,412,10189,4546,5026,617
itl121:South West (England),TLK,19343,21103,21479,2648,2165,13286,3379,376,376,-1760,6054,5599,455,7814,2821,4326,667
itl121:Wales,TLL,16018,16949,17208,1807,1344,11650,2407,260,260,-930,5983,5508,475,6914,2223,4005,686
itl121:Scotland,TLM,18110,20531,20838,2128,1444,14442,2823,306,306,-2421,5659,5252,407,8081,2925,4534,622
itl121:Northern Ireland,TLN,16012,17300,17464,1817,1825,11341,2481,164,164,-1288,5316,4773,543,6603,2002,3861,740
itl221:Tees Valley and Durham,TLC1,15601,16581,16806,1576,1123,11894,2213,225,225,-980,5899,5442,457,6878,2273,3940,665
"itl221:Northumberland, and Tyne and Wear",TLC2,16208,17393,17644,1762,1230,12278,2374,251,251,-1185,5884,5437,448,7070,2337,4072,661
itl221:Cumbria,TLD1,18650,19897,20281,2498,1420,13188,3175,384,384,-1247,6334,5912,422,7580,2646,4296,639
itl221:Greater Manchester,TLD3,16417,18641,18932,1899,1525,12922,2586,290,290,-2224,5113,4747,366,7337,2534,4238,565
itl221:Lancashire,TLD4,16574,17731,18033,1969,1409,11950,2705,302,302,-1157,5827,5438,389,6984,2335,4054,595
itl221:Cheshire,TLD6,21040,23928,24356,2797,1556,16178,3825,429,429,-2887,6114,5676,438,9002,3734,4620,648
itl221:Merseyside,TLD7,16282,17338,17611,1790,1326,12396,2099,274,274,-1056,5875,5515,360,6931,2369,3992,570
itl221:East Yorkshire and Northern Lincolnshire,TLE1,16121,17385,17676,1765,1299,12214,2398,290,290,-1265,5633,5218,415,6898,2321,3952,624
itl221:North Yorkshire,TLE2,19995,22160,22617,2778,1912,13983,3943,457,457,-2165,6216,5760,456,8381,3256,4452,673
itl221:South Yorkshire,TLE3,15426,16729,16976,1506,1428,11803,2239,247,247,-1303,5374,4981,393,6677,2161,3915,601
itl221:West Yorkshire,TLE4,16099,17946,18222,1680,1461,12494,2586,275,275,-1847,5254,4862,393,7102,2380,4130,592
itl221:Derbyshire and Nottinghamshire,TLF1,16535,18597,18880,1711,1426,13157,2587,283,283,-2062,5522,5101,421,7584,2742,4212,630
"itl221:Leicestershire, Rutland and Northamptonshire",TLF2,17950,20691,21036,2084,1692,14183,3077,345,345,-2741,5151,4709,442,7892,2917,4329,646
itl221:Lincolnshire,TLF3,17240,18289,18604,1890,1533,12413,2769,315,315,-1049,6060,5613,447,7109,2448,3999,661
"itl221:Herefordshire, Worcestershire and Warwickshire",TLG1,20377,23017,23442,2668,1873,15077,3824,425,425,-2640,5958,5494,464,8598,3412,4510,676
itl221:Shropshire and Staffordshire,TLG2,17363,19332,19643,1952,1522,13240,2929,312,312,-1969,5658,5231,427,7627,2718,4271,638
itl221:West Midlands,TLG3,15052,16533,16781,1553,1334,11788,2106,247,247,-1482,5059,4689,370,6540,2195,3781,565
itl221:East Anglia,TLH1,18870,21232,21585,2365,1960,14029,3232,354,354,-2361,5765,5330,435,8126,3120,4361,645
itl221:Bedfordshire and Hertfordshire,TLH2,22752,28044,28508,3113,2472,18795,4127,464,464,-5292,5330,4882,448,10622,4812,5164,646
itl221:Essex,TLH3,20780,24517,24946,2874,2370,16147,3556,429,429,-3737,5599,5157,442,9337,3944,4746,647
itl221:Inner London - West,TLI3,49099,67170,68112,8695,7317,38771,13328,941,941,-18071,4624,4272,352,22695,14291,7839,565
itl221:Inner London - East,TLI4,24863,32123,32508,3550,4173,20727,4057,384,384,-7261,4028,3741,287,11289,5149,5650,490
itl221:Outer London - East and North East,TLI5,21087,25296,25644,3216,3378,16075,2975,348,348,-4209,4708,4377,331,8916,3567,4828,522
itl221:Outer London - South,TLI6,24739,31151,31581,3968,3189,20222,4201,430,430,-6412,5087,4731,356,11499,5361,5585,553
itl221:Outer London - West and North West,TLI7,26288,32798,33256,4231,4091,20206,4728,458,458,-6509,4764,4420,345,11274,5426,5308,540
"itl221:Berkshire, Buckinghamshire and Oxfordshire",TLJ1,24141,30070,30516,3645,2449,20054,4367,446,446,-5928,5451,5032,419,11379,5265,5498,617
"itl221:Surrey, East and West Sussex",TLJ2,24583,29161,29650,4002,2664,18325,4659,490,490,-4578,6247,5828,419,10824,5067,5129,628
itl221:Hampshire and Isle of Wight,TLJ3,20583,23878,24244,2988,2120,15794,3342,366,366,-3296,5807,5400,407,9102,3739,4747,616
itl221:Kent,TLJ4,20395,23473,23841,3010,2279,15193,3359,368,368,-3078,5732,5335,398,8810,3659,4549,602
"itl221:Gloucestershire, Wiltshire and Bath/Bristol area",TLK1,20164,23261,23635,2637,2162,15256,3580,374,374,-3097,5652,5195,457,8749,3344,4740,665
itl221:Dorset and Somerset,TLK2,19598,20687,21087,2819,2195,12735,3338,400,400,-1089,6501,6037,464,7590,2746,4164,680
itl221:Cornwall and Isles of Scilly,TLK3,17615,17592,17964,2615,2277,10036,3036,372,372,23,6229,5777,452,6206,1968,3571,667
itl221:Devon,TLK4,18156,18714,19069,2498,2084,11321,3167,355,355,-558,6313,5872,441,6870,2212,4001,657
itl221:West Wales and The Valleys,TLL1,15379,15850,16088,1654,1279,10978,2177,238,238,-472,6070,5602,468,6542,2010,3851,681
itl221:East Wales,TLL2,17100,18805,19102,2066,1455,12785,2796,297,297,-1706,5836,5350,486,7542,2583,4264,695
itl221:North Eastern Scotland,TLM5,20534,25528,25935,2835,1403,18106,3592,408,408,-4994,5056,4608,448,10050,4291,5096,663
itl221:Highlands and Islands,TLM6,17876,19496,19845,2420,1642,12917,2866,349,349,-1621,5770,5335,435,7390,2447,4292,652
itl221:Eastern Scotland,TLM7,18802,21456,21777,2232,1601,14922,3022,321,321,-2655,5720,5311,410,8375,3124,4625,625
itl221:West Central Scotland,TLM8,16983,19136,19397,1817,1273,13908,2399,261,261,-2153,5486,5108,379,7639,2635,4412,593
itl221:Southern Scotland,TLM9,17351,18783,19057,1905,1318,13160,2675,274,274,-1432,6071,5658,413,7503,2505,4369,629
itl221:Northern Ireland,TLN0,16012,17300,17464,1817,1825,11341,2481,164,164,-1288,5316,4773,543,6603,2002,3861,740
itl321:Hartlepool and Stockton-on-Tees,TLC11,15850,17021,17265,1712,1108,12298,2147,244,244,-1171,5660,5198,462,6831,2400,3766,665
itl321:South Teesside,TLC12,15176,15557,15780,1559,1039,11088,2093,222,222,-382,6166,5729,437,6548,2039,3868,641
itl321:Darlington,TLC13,16609,17909,18177,1878,1244,12618,2438,268,268,-1301,5909,5437,472,7210,2397,4134,678
itl321:Durham,TLC14,15484,16608,16815,1448,1151,11949,2267,207,207,-1124,5887,5426,461,7012,2301,4036,675
itl321:Northumberland,TLC21,18778,19031,19344,2186,1488,12548,3121,313,313,-252,7059,6556,503,7311,2631,3959,721
itl321:Tyneside,TLC22,15572,17211,17455,1711,1196,12327,2221,244,244,-1639,5456,5024,432,7095,2334,4117,644
itl321:Sunderland,TLC23,15204,16069,16272,1429,1039,11817,1987,204,204,-864,5849,5417,432,6713,2005,4064,644
itl321:West Cumbria,TLD11,17429,19228,19532,1977,1000,13879,2677,304,304,-1798,5973,5562,411,7771,2726,4419,626
itl321:East Cumbria,TLD12,19722,20484,20938,2955,1789,12582,3613,454,454,-762,6651,6218,432,7413,2575,4187,651
itl321:Manchester,TLD33,14452,16605,16854,1627,1749,11402,2076,249,249,-2153,4189,3876,313,6341,1886,3942,513
itl321:Greater Manchester South West,TLD34,19098,23072,23447,2450,1712,15713,3572,375,375,-3974,5160,4777,383,9134,3793,4759,582
itl321:Greater Manchester South East,TLD35,17955,20298,20650,2301,1524,14014,2811,352,352,-2343,5576,5182,395,7919,2813,4508,598
itl321:Greater Manchester North West,TLD36,15759,17325,17574,1632,1346,12242,2354,250,250,-1566,5348,4972,377,6914,2238,4098,578
itl321:Greater Manchester North East,TLD37,15442,16931,17182,1642,1363,11867,2310,251,251,-1489,5266,4903,364,6756,2188,4009,558
itl321:Blackburn with Darwen,TLD41,13102,13517,13713,1279,1132,9260,2043,196,196,-415,5100,4756,343,5515,1564,3420,530
itl321:Blackpool,TLD42,15630,15440,15710,1765,1585,10272,2088,270,270,190,6165,5805,360,5974,1651,3754,569
itl321:Lancaster and Wyre,TLD44,16686,17444,17778,2180,1460,11257,2881,334,334,-758,6068,5671,396,6825,2269,3942,614
itl321:Mid Lancashire,TLD45,18349,20194,20561,2396,1435,13600,3131,367,367,-1846,6084,5677,407,7930,2875,4439,617
itl321:East Lancashire,TLD46,15258,16508,16733,1467,1362,11614,2289,225,225,-1250,5438,5062,376,6688,2123,3990,575
itl321:Chorley and West Lancashire,TLD47,18148,19742,20095,2305,1447,13156,3187,353,353,-1594,5949,5534,415,7543,2708,4208,626
itl321:Warrington,TLD61,19057,22679,23032,2303,1346,16221,3161,352,352,-3622,5227,4807,420,8849,3393,4831,626
itl321:Cheshire East,TLD62,22725,25706,26183,3118,1711,16760,4595,478,478,-2981,6503,6052,451,9484,4215,4606,663
itl321:Cheshire West and Chester,TLD63,20382,22709,23130,2745,1513,15499,3374,421,421,-2327,6229,5795,434,8556,3407,4504,645
itl321:East Merseyside,TLD71,15942,17102,17347,1602,1144,12705,1896,245,245,-1160,5754,5381,373,6914,2402,3934,578
itl321:Liverpool,TLD72,14868,16169,16395,1476,1366,11671,1882,226,226,-1301,5228,4910,318,6529,2090,3907,533
itl321:Sefton,TLD73,17955,18840,19185,2255,1505,12867,2557,345,345,-885,6555,6174,381,7440,2550,4295,594
itl321:Wirral,TLD74,17492,18172,18499,2135,1370,12666,2328,327,327,-681,6451,6066,385,7132,2594,3945,593
"itl321:Kingston upon Hull, City of",TLE11,13751,14997,15189,1175,1138,11188,1688,192,192,-1246,4855,4494,361,6101,1703,3834,564
itl321:East Riding of Yorkshire,TLE12,18441,19791,20178,2345,1557,13150,3125,386,386,-1351,6311,5856,456,7662,2862,4126,673
itl321:North and North East Lincolnshire,TLE13,15618,16810,17079,1638,1163,12065,2213,269,269,-1192,5553,5138,415,6744,2255,3868,621
itl321:York,TLE21,18278,21272,21707,2656,1732,14259,3060,435,435,-2994,5425,5013,412,8419,3112,4674,633
itl321:North Yorkshire CC,TLE22,20580,22462,22926,2820,1973,13889,4244,464,464,-1882,6485,6014,471,8368,3305,4376,687
"itl321:Barnsley, Doncaster and Rotherham",TLE31,15782,16847,17088,1472,1384,11938,2294,241,241,-1065,5649,5240,409,6714,2155,3945,614
itl321:Sheffield,TLE32,14924,16562,16816,1554,1491,11611,2161,255,255,-1638,4986,4614,372,6624,2170,3872,582
itl321:Bradford,TLE41,14487,15287,15521,1432,1339,10495,2256,235,235,-800,5208,4840,367,6007,1940,3515,552
itl321:Leeds,TLE42,17168,19949,20257,1881,1646,13943,2787,308,308,-2780,5065,4670,395,7845,2703,4542,600
itl321:Calderdale and Kirklees,TLE44,16003,17804,18078,1672,1442,12240,2724,274,274,-1801,5364,4963,401,7165,2438,4126,602
itl321:Wakefield,TLE45,16349,17780,18045,1621,1265,12777,2383,266,266,-1431,5556,5144,412,6987,2217,4152,618
itl321:Derby,TLF11,15362,17543,17784,1452,1203,12941,2188,240,240,-2181,5080,4686,394,7261,2372,4298,591
itl321:East Derbyshire,TLF12,15716,16751,17014,1587,1323,11813,2291,263,263,-1035,5703,5275,428,6738,2256,3839,644
itl321:South and West Derbyshire,TLF13,18529,21636,21979,2065,1578,15122,3214,342,342,-3107,5797,5335,462,8904,3452,4777,675
itl321:Nottingham,TLF14,12804,14257,14444,1131,1315,10215,1783,187,187,-1453,4451,4118,333,5904,1892,3472,540
itl321:North Nottinghamshire,TLF15,16415,17606,17864,1558,1384,12470,2452,258,258,-1190,5793,5364,429,6983,2462,3883,638
itl321:South Nottinghamshire,TLF16,18870,21921,22293,2243,1615,15281,3154,371,371,-3051,5948,5502,445,8999,3565,4777,657
itl321:Leicester,TLF21,13130,14726,14939,1292,1179,10451,2018,214,214,-1596,4123,3773,350,5719,1664,3510,545
itl321:Leicestershire CC and Rutland,TLF22,18656,21181,21560,2286,1656,14213,3405,379,379,-2524,5497,5035,462,8021,3052,4296,674
itl321:West Northamptonshire,TLF24,20461,24435,24845,2474,2185,16672,3514,410,410,-3974,5283,4808,475,9258,3680,4902,675
itl321:North Northamptonshire,TLF25,18492,21440,21775,2019,1723,15070,2963,334,334,-2948,5322,4867,456,8270,3036,4579,655
itl321:Lincolnshire CC,TLF30,17240,18289,18604,1890,1533,12413,2769,315,315,-1049,6060,5613,447,7109,2448,3999,661
"itl321:Herefordshire, County of",TLG11,18775,19725,20134,2555,2101,11793,3685,409,409,-950,6118,5658,460,7067,2554,3838,676
itl321:Worcestershire CC,TLG12,19732,21945,22356,2578,1929,14414,3435,411,411,-2213,6067,5603,464,8280,3197,4407,676
itl321:Warwickshire CC,TLG13,21591,25248,25694,2800,1739,16879,4276,446,446,-3657,5790,5325,466,9447,3927,4844,676
itl321:Telford and Wrekin,TLG21,16208,18166,18431,1657,1364,12987,2423,264,264,-1959,5358,4949,409,7316,2417,4291,608
itl321:Shropshire,TLG22,18922,20480,20877,2478,1898,12934,3566,397,397,-1558,6184,5730,454,7742,3039,4032,671
itl321:Stoke-on-Trent,TLG23,14179,15330,15514,1153,1205,11388,1767,184,184,-1151,5015,4641,374,6166,1908,3684,574
itl321:Staffordshire CC,TLG24,17961,20322,20649,2054,1510,13945,3139,328,328,-2361,5715,5279,436,8076,2900,4526,650
itl321:Birmingham,TLG31,14434,15640,15868,1430,1390,11032,2016,228,228,-1206,4902,4555,347,6109,2009,3563,536
itl321:Solihull,TLG32,21748,25286,25751,2923,1597,17740,3490,465,465,-3537,6473,6024,449,10011,4467,4890,653
itl321:Coventry,TLG33,14672,16911,17168,1613,1250,12168,2137,257,257,-2239,4569,4205,364,6809,2146,4095,568
itl321:Dudley,TLG36,15543,17166,17430,1662,1373,12172,2223,265,265,-1623,5307,4902,405,6929,2244,4076,610
itl321:Sandwell,TLG37,13599,14419,14614,1222,1153,10711,1527,195,195,-820,4737,4379,358,5557,1709,3299,549
itl321:Walsall,TLG38,14644,15678,15901,1402,1318,11078,2102,223,223,-1033,5290,4913,377,6324,1977,3775,572
itl321:Wolverhampton,TLG39,14426,15510,15720,1321,1180,11317,1902,210,210,-1084,5107,4736,370,6190,1988,3634,568
itl321:Peterborough,TLH11,17066,19501,19726,1511,1628,14161,2425,226,226,-2435,4891,4488,402,7326,2715,4019,591
itl321:Cambridgeshire CC,TLH12,21519,26401,26828,2854,2190,17971,3814,427,427,-4882,5405,4957,449,10287,4435,5196,656
itl321:Suffolk CC,TLH14,18671,20603,20952,2333,1961,13367,3291,349,349,-1932,5950,5510,440,7882,2939,4293,650
itl321:Norwich and East Norfolk,TLH15,16849,18450,18739,1929,1762,12241,2806,288,288,-1602,5721,5317,404,7323,2548,4156,619
itl321:North and West Norfolk,TLH16,17936,17501,17891,2598,1974,10349,2970,390,390,435,6590,6149,441,6155,2043,3451,661
itl321:Breckland and South Norfolk,TLH17,18054,19218,19559,2279,1905,12279,3097,342,342,-1163,6025,5577,449,7189,2577,3952,661
itl321:Luton,TLH21,16199,18581,18869,1933,2233,12598,2106,288,288,-2382,4410,4043,368,6793,2213,4029,551
itl321:Hertfordshire CC,TLH23,24698,30837,31357,3486,2617,20518,4735,520,520,-6139,5478,5016,462,11618,5615,5341,662
itl321:Bedford,TLH24,20528,24288,24662,2503,2068,16657,3434,374,374,-3760,5611,5175,436,9370,3589,5147,634
itl321:Central Bedfordshire,TLH25,20919,25797,26217,2815,2292,17579,3532,420,420,-4878,5243,4784,459,10120,4162,5297,662
itl321:Southend-on-Sea,TLH31,19485,22796,23198,2697,2231,15094,3176,402,402,-3311,5541,5134,407,8852,3425,4815,611
itl321:Thurrock,TLH32,18235,21755,22097,2291,2468,15145,2192,342,342,-3520,4364,3946,418,7884,2980,4297,607
itl321:Essex Haven Gateway,TLH34,18884,21177,21547,2479,2168,13908,2992,370,370,-2293,5810,5379,431,8103,3177,4285,641
itl321:West Essex,TLH35,24220,29010,29528,3469,2885,17794,5379,518,518,-4790,5645,5176,469,10435,4784,4981,671
itl321:Heart of Essex,TLH36,23576,28816,29329,3435,2353,19318,4223,513,513,-5240,6046,5575,471,11286,5339,5268,679
itl321:Essex Thames Gateway,TLH37,19832,23628,24042,2775,2245,15997,3025,414,414,-3796,5496,5059,438,9292,3761,4886,645
itl321:Camden and City of London,TLI31,46496,61132,61785,6025,8517,32812,14431,652,652,-14637,4568,4243,325,19205,11606,7061,538
itl321:Westminster,TLI32,53883,73399,74604,11126,8712,41481,13284,1205,1205,-19516,5177,4825,352,24693,16608,7517,568
itl321:Kensington & Chelsea and Hammersmith & Fulham,TLI33,58711,80994,82206,11194,7634,45509,17868,1212,1212,-22283,4758,4375,384,27041,17706,8738,597
itl321:Wandsworth,TLI34,37506,52843,53535,6392,4961,34470,7712,692,692,-15337,4110,3770,340,19446,11126,7770,550
itl321:Hackney and Newham,TLI41,20739,25132,25445,2888,4261,15444,2853,313,313,-4393,3913,3641,272,8307,3139,4701,466
itl321:Tower Hamlets,TLI42,25413,34691,35043,3250,3716,24033,4044,352,352,-9278,3663,3389,274,12941,6752,5714,474
itl321:Haringey and Islington,TLI43,29087,37134,37607,4365,4953,22785,5504,473,473,-8047,4467,4170,297,12514,6165,5843,507
itl321:Lewisham and Southwark,TLI44,23968,31267,31644,3478,3630,20605,3931,377,377,-7299,4033,3737,296,11332,4984,5849,499
itl321:Lambeth,TLI45,27379,36942,37373,3973,4253,24778,4370,430,430,-9563,3899,3601,298,13462,6218,6733,511
itl321:Bexley and Greenwich,TLI51,21459,27008,27343,3097,2817,18470,2960,335,335,-5548,4667,4333,333,10215,4494,5193,529
itl321:Barking & Dagenham and Havering,TLI52,19377,22891,23183,2693,3180,14774,2536,292,292,-3514,4783,4444,339,8297,3027,4744,526
itl321:Redbridge and Waltham Forest,TLI53,21855,26458,26843,3555,4097,16089,3102,385,385,-4603,4257,3936,321,8860,3428,4920,512
itl321:Enfield,TLI54,21562,23931,24316,3550,3304,14068,3394,384,384,-2369,5450,5117,332,7819,3091,4207,521
itl321:Bromley,TLI61,26318,32754,33224,4340,2899,21465,4520,470,470,-6436,5876,5498,378,12312,6055,5679,578
itl321:Croydon,TLI62,21637,25916,26284,3391,2971,16828,3093,367,367,-4279,5047,4710,336,9326,3740,5057,528
"itl321:Merton, Kingston upon Thames and Sutton",TLI63,25893,33697,34145,4139,3496,21758,4752,448,448,-7804,4668,4311,357,12472,6037,5879,556
itl321:Barnet,TLI71,28310,34364,34889,4850,4504,19228,6308,525,525,-6054,4939,4591,348,10993,5473,4977,544
itl321:Brent,TLI72,24069,28208,28617,3775,4699,16745,3398,409,409,-4139,4541,4231,310,8680,3513,4661,506
itl321:Ealing,TLI73,26073,32924,33373,4148,4197,21154,3875,449,449,-6851,4767,4432,335,11619,5460,5630,529
itl321:Harrow and Hillingdon,TLI74,23360,28003,28422,3867,3543,17140,3872,419,419,-4643,4814,4460,353,9456,3919,4988,549
itl321:Hounslow and Richmond upon Thames,TLI75,29804,40334,40824,4533,3886,26411,5994,491,491,-10529,4716,4353,363,15245,8502,6185,558
itl321:Berkshire,TLJ11,23874,30296,30752,3726,2379,20686,3961,456,456,-6422,5109,4694,415,11532,5403,5518,611
itl321:Milton Keynes,TLJ12,20531,25251,25573,2628,1923,17743,3279,322,322,-4721,4869,4480,389,9590,3829,5183,578
itl321:Buckinghamshire,TLJ13,26907,33370,33857,3976,2652,21547,5683,487,487,-6463,6295,5852,443,12758,6376,5739,643
itl321:Oxfordshire CC,TLJ14,23739,29066,29516,3677,2588,18950,4301,450,450,-5327,5469,5054,415,10795,4771,5403,622
itl321:Brighton and Hove,TLJ21,21820,25979,26448,3840,3523,15185,3901,470,470,-4159,4629,4285,343,8788,3253,4971,564
itl321:East Sussex CC,TLJ22,21062,22752,23147,3227,2560,13503,3857,395,395,-1690,6797,6391,406,8487,3577,4289,621
itl321:West Surrey,TLJ25,28804,36629,37198,4656,2704,23811,6028,569,569,-7825,6193,5748,445,14018,7357,6013,648
itl321:East Surrey,TLJ26,27805,34088,34665,4713,2701,21700,5550,577,577,-6283,6461,6019,442,12744,6527,5571,645
itl321:West Sussex (South West),TLJ27,21575,22932,23373,3599,2440,13650,3684,440,440,-1357,6790,6378,412,8148,3091,4429,628
itl321:West Sussex (North East),TLJ28,23328,27756,28202,3647,2327,18391,3838,446,446,-4428,5929,5505,424,10357,4710,5020,627
itl321:Portsmouth,TLJ31,15936,17891,18138,2019,2160,11878,2080,247,247,-1955,4698,4361,337,6652,2157,3951,545
itl321:Southampton,TLJ32,16312,19322,19564,1973,2146,13140,2305,241,241,-3011,4290,3944,346,7301,2353,4392,556
itl321:Isle of Wight,TLJ34,17299,16695,17015,2616,1945,9829,2626,320,320,604,6675,6273,402,6071,2135,3314,623
itl321:South Hampshire,TLJ35,19600,22488,22837,2853,1918,15194,2871,349,349,-2888,5795,5386,409,8683,3402,4662,619
itl321:Central Hampshire,TLJ36,24163,27726,28194,3822,2328,17506,4539,468,468,-3564,6858,6412,446,10421,4759,5004,658
itl321:North Hampshire,TLJ37,23392,29277,29684,3322,2085,20404,3873,407,407,-5886,5613,5183,430,11499,5136,5731,632
itl321:Medway,TLJ41,18304,21201,21518,2591,2310,14244,2373,317,317,-2897,5037,4654,383,7934,2829,4523,581
itl321:Kent Thames Gateway,TLJ43,19284,22293,22635,2796,2317,14839,2684,342,342,-3009,5188,4796,392,8197,3140,4467,590
itl321:East Kent,TLJ44,18172,18849,19198,2850,2011,11543,2793,349,349,-676,6284,5908,376,6961,2456,3914,590
itl321:Mid Kent,TLJ45,20852,24164,24530,2986,2332,15834,3378,366,366,-3312,5665,5252,413,8978,3736,4627,615
itl321:West Kent,TLJ46,25936,32520,32983,3788,2566,21050,5580,464,464,-6584,6046,5613,434,12630,6487,5509,634
"itl321:Bristol, City of",TLK11,18877,22563,22910,2450,2502,14921,3037,347,347,-3686,4656,4247,409,8342,2953,4772,617
"itl321:Bath and North East Somerset, North Somerset and South Gloucestershire",TLK12,20740,23712,24112,2827,2106,15273,3905,401,401,-2972,5816,5351,465,8788,3355,4758,675
itl321:Gloucestershire CC,TLK13,20511,23043,23428,2719,2138,14840,3732,386,386,-2531,6096,5623,472,8627,3415,4530,683
itl321:Swindon,TLK14,18726,22997,23315,2245,1825,16687,2558,318,318,-4271,4716,4276,440,8987,3375,4972,640
itl321:Wiltshire,TLK15,20765,23683,24055,2618,2105,15433,3899,372,372,-2918,6204,5726,478,9121,3590,4847,684
itl321:Somerset CC,TLK23,18923,19881,20220,2384,2080,12488,3269,339,339,-959,6358,5888,470,7316,2604,4030,682
"itl321:Bournemouth, Christchurch and Poole",TLK24,19771,21804,22233,3027,2381,13635,3190,429,429,-2033,5938,5494,444,7971,2914,4398,659
itl321:Dorset,TLK25,20416,20701,21161,3243,2171,12151,3597,461,461,-285,7308,6830,478,7593,2780,4117,697
itl321:Cornwall and Isles of Scilly,TLK30,17615,17592,17964,2615,2277,10036,3036,372,372,23,6229,5777,452,6206,1968,3571,667
itl321:Plymouth,TLK41,16021,17086,17322,1668,1548,11952,2154,236,236,-1065,5724,5328,396,6789,2035,4147,607
itl321:Torbay,TLK42,17461,16870,17206,2371,2123,10077,2635,336,336,592,6544,6120,423,5952,1854,3459,639
itl321:Devon CC,TLK43,18989,19575,19973,2797,2256,11323,3596,398,398,-586,6470,6011,459,7056,2333,4046,677
itl321:Isle of Anglesey,TLL11,16389,16652,16970,2215,1474,10822,2459,318,318,-263,6443,5938,506,6706,2081,3905,720
itl321:Gwynedd,TLL12,15006,15295,15592,2068,1581,9532,2411,297,297,-289,5653,5182,471,5942,1835,3421,686
itl321:Conwy and Denbighshire,TLL13,16684,16587,16868,1957,1474,10778,2659,281,281,97,6617,6129,488,6520,2059,3759,702
itl321:South West Wales,TLL14,15785,15851,16139,2007,1472,10108,2552,289,289,-66,6361,5867,494,6427,1961,3757,709
itl321:Central Valleys,TLL15,14677,15479,15660,1262,1266,11332,1800,181,181,-802,5716,5271,445,6518,2001,3864,652
itl321:Gwent Valleys,TLL16,14643,15607,15793,1294,1035,11624,1840,186,186,-964,5720,5267,453,6684,1975,4047,662
itl321:Bridgend and Neath Port Talbot,TLL17,15573,16049,16268,1530,1066,11783,1889,220,220,-475,6256,5795,461,6732,2127,3932,673
itl321:Swansea,TLL18,15169,15824,16054,1599,1204,11012,2239,229,229,-655,5950,5491,459,6605,2035,3897,673
itl321:Monmouthshire and Newport,TLL21,17502,19258,19565,2136,1368,13362,2699,307,307,-1756,6025,5525,500,7780,2843,4231,706
itl321:Cardiff and Vale of Glamorgan,TLL22,16846,19173,19483,2159,1490,13005,2829,310,310,-2327,5461,5003,459,7788,2570,4551,667
itl321:Flintshire and Wrexham,TLL23,17242,18830,19079,1738,1181,13545,2615,250,250,-1587,5986,5482,504,7573,2681,4181,711
itl321:Powys,TLL24,16984,16545,16877,2304,2085,9234,3254,332,332,439,6554,6030,524,6115,1936,3436,743
itl321:Aberdeen City and Aberdeenshire,TLM50,20534,25528,25935,2835,1403,18106,3592,408,408,-4994,5056,4608,448,10050,4291,5096,663
"itl321:Caithness and Sutherland, and Ross and Cromarty",TLM61,18146,19877,20269,2720,1548,13122,2879,392,392,-1731,5708,5271,437,7439,2529,4256,654
"itl321:Inverness and Nairn, Moray, and Badenoch and Strathspey",TLM62,18021,20099,20451,2441,1437,13767,2806,352,352,-2078,5728,5294,434,7806,2631,4527,648
"itl321:Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",TLM63,17355,17273,17598,2253,2102,10451,2792,325,325,82,6235,5812,423,6153,2019,3488,646
